ジャンル,投稿日時,星の数,見出し,レビュー全文
文学・評論,2014年10月18日,5,おもしろい,ある高級ホテルを舞台にしたミステリーである。犯人も被害者も分からないという状況で刑事やホテルマンの絡みが絶妙である。分厚い本だが一気に読めた。さすが東野圭吾！と感じた一冊である。内容は読んでのお楽しみ。東野ファンは楽しめると思う。
文学・評論,2014年9月11日,3,久々に東野作品を読んでみたけれど,本当に久々に東野作品を読みました。話としてはサクサク読めるけれど、以前のような重みはなかったかな…。真犯人は意外と言えば意外だけど、冷静に考えるとこの人しかいないような気もしました。
文学・評論,2012年2月24日,3,刑事のキャラクター設定が・・・,甘いように感じられました。確かに仕事上のパートナーとしてお互いに信頼関係を築きつつあったとしても、捜査上での重大機密とも言うべき極秘事項をうっかり素人の人間に漏らしてしまうのはいかがなものかと。ベテランでなくとも警視庁捜査一課の刑事として口が軽過ぎます。さらに自分が漏らした一言のせいで捜査に支障をきたした場合には刑事を辞める…などと軽々しく口にしてしまう事態が刑事としての意識が弱い。その辺りがシリーズ化で有名な加賀恭一郎刑事との大きな人間的落差だと感じました。彼のような冷徹ともいえる冷静さと手堅い捜査スタイル、そんな中に垣間見える控えめな人間的配慮などに比べ、新田警部補の自己抑制の甘さや子供じみた言動は目に余ります。親しみやすいキャラクターという設定で書かれているのだと思いますが、本当に有能な刑事なの?と突っ込み処満載。本書の核となる動機も…まぁ、恨みというのは恐ろしいものだなとは思いますが、正直こんな大事件に発展させる意味があったんでしょうか。動機がイマイチ弱い。ターゲットの人間が気の毒に思えてしまいました。ドラマ化される可能性も高いとは思いますが、その時は今回影の功労者である“キレ者”能勢警部とカンの鋭さで定評のある新田刑事コンビで組むとバランスが良いのでは?【マスカレードホテル】という魅惑的なタイトルに相応しいミステリアスな展開があまり見られなかったのが残念です。お薦めするなら断然加賀シリーズですね。
文学・評論,2011年9月20日,2,お粗末さまでした,ストーリーの舞台は一流ホテル。そのホテルで殺人事件が起きる可能性があるため、ホテル従業員に警察関係者が扮して警備が敷かれる。物語の途中に起こる出来事が、各々の人間模様である新参者のホテル版と思って読み進めると、終盤になってそれらがすべての伏線になっている。なかなか、いい作りなのだが、ある意味では伏線でない話があるのが「新参者」が新鮮であった理由であって、全てが伏線になるのは、ありきたりな2時間ドラマです。盲目の老婆が盲目ではないと些細なことで見つけ出せる敏腕刑事が、その老婆が35歳の変装だと見抜けないお粗末さが・・・・興ざめです。仮に映像化されるとすると、この老婆が出てきた時に明らかな違和感があるでしょうから「こいつが犯人！」と、サスペンス好きでなくても叫びそうです。物足りない感が大きいですが、突っ込みどころ多くてなかなか楽しめました。
文学・評論,2016年11月27日,3,あにマスターますっかきううーーーんんかんじでしたいくないかも,都内で起きた不可解な連続殺人事件。次の犯行現場としてあるホテルが浮上、ターゲットも容疑者も不明のまま、警察は潜入捜査を決定する。東野圭吾の最高に華麗な長編ミステリ! 新シリーズ、スタート。
文学・評論,2011年10月20日,4,なかなか面白かったです。,この本はとても分かりやすいと思いました。主眼となっているトリックはまあ、推理小説でありますので、現実には起こりそうもないですけど、登場する人間はリアルで、色々な事情を抱えて、ホテルを訪れます。この物語の主人公は、男女二人で、要するに、ある連続殺人が起き、その次の犯行現場があるホテルに特定され、警察がホテルに介入することになったというのが、主な筋書きです。女の人はホテルの受付の責任者で、男の方は刑事です。男の主人公の方が、プライドが強い感じでちょっとだけ鼻に付きますが、女の人と一緒にホテルカウンターで受付をしている内に、両者の中で職場を越えた絆が出来ていくみたいな展開はそれなりに面白かったです。展開としては、一つ筋となる連続殺人があって、次の犯行現場は特定されたのですが、犯人は不明です。なので、警察はホテルに入り込み、不審な人間をチェックします。ホテルには色々な人間が訪れるので、問題を起こすそれらの人間にフォーカスが当たっていき、それと同時に事件が進行します。物語としては僕は短篇集みたいな感じを受けました。僕は読んではいませんが、ドラマを見たので、形式としてはもしかしたら新参者に近いのかもしれません。文章はとても映像的で、ドラマ化が容易い感じです。文章によって変に複雑になることなく、そのまま現実を書き起こしたような描写はこの小説に落ち着きと骨太の風格を与えています。逆に言うと推理小説らしい『驚愕のトリック！』らしきものはこの小説の主眼ではありません。あくまで様々な人間の個性と、そこから生まれる人間関係を楽しむ本だと思います。僕はそれなりに楽しめました。☆５の感動するレベルまでではありませんでしたが、流石人気作家さんです。☆４です。
文学・評論,2012年10月1日,4,新田、能勢コンビ誕生か!,"２５周年記念３冊の中の１冊ですね。東野さんだから、皆さん厳しいですが　素直に面白いです。ホテルを利用する人のクレ−ムの付け方が　面白いですね。浮気で使う時の「ノウハウ」も入っています・・
別々に取る、同性同士で取り　入れ替わるなどなどつまらないところで感心しました。。お客さんの事情が色々あり、ホテルの人たちの対応がそのホテルの印象を決めていきますね。数字の謎は、面白いですね。新田さん・能勢さんの配役を想像してしまいます。新田さんは、小栗旬　　能勢さんは　温水さんですかね・・・"
文学・評論,2015年9月7日,5,本書が未発表で東野作品でなく、無名作家が書いたのなら、乱歩・直木賞W受賞間違いなし。,本屋で何気なしに冒頭を読んで、すぐ惹きこまれた。それはフロントクラーク・山岸尚美のてきぱきした所作と言葉に他ならない。推理小説としてはまだ判らないが、この女性が主人公なら興味が出てくる。さて都内で連続して3件の殺人事件が発生するが、4つ目の事件が、警察側から尚美の勤めるホテル「コルテシア東京」で起こる可能性が高いという連絡を受け、ホテル側は警察に協力すべく潜入捜査を許す。この段階で推理小説としても面白くなりそうだと確信する。潜入捜査として新田刑事がフロントクラークに扮し、尚美の下につく。この二人のやりとりが面白いし、様々なホテル客に対処する過程が本編以上に興味深い。例えば視覚障害者がホテル客として現れるが、新田は手袋をしているのが不自然なので視覚障害者を装っていると喝破する。でも、その意図は何かと疑問が残る。新田と尚美がこれに対処するのだが、読ませどころである。後半になると、いよいよ犯人との攻防が始まるのだが、これが予想外の展開で、伏線もピタリと決まり、極上の読書タイムだった。ホテルに来る人々は、お客様という仮面を被っている。ある意味お客様は、仮面舞踏会を楽しんでいる――マスカレード・ホテル。
文学・評論,2015年6月30日,3,テレ朝の２時間サスペンスにちょうどいい,読み終わったあとの感想は、ほんとにこんな感じです。無駄な小話が2つ入っているんでそれをカットすれば2時間でいけるか、もしくは無駄な小話を増やせば連ドラでもいけるかな…という感じです。最後のほんわかしたシーンは2時間サスペンスのエンディングにぴったりです。逆に言うとそれほど刺激・新鮮さ・斬新さなどがある作品ではありません。こういう要素があればいいというわけではありませんが、この厚さを読んで犯人が「え～？」という動機とか犯行の手口とかいろいろ不可解でした。（犯人はいろいろスペックが高いくせに行動がメチャクチャすぎる）そして安定の無能な警察軍団。映画化するにはパンチが弱すぎる作品かなぁと思います。
文学・評論,2013年11月6日,4,最後まで飽くことなく楽しめる良作。,"低評価の方はミステリー好きなのかもしれません。確かに、謎解きとしてのオチには物足りないものがあるかも。ですがホテルという舞台で起こる、さまざまな人間模様が面白い。人が何を思い、何を考えているのか。この人は一体どういう人なのか。考えてみれば素性の知らない者同士が、ある意味一つ屋根の下で寝泊まりしているなんて、と、ちょっと不思議な気持ちにさせられる作品です。別の本で著者が想像力を最大限に駆使した、というようなことを書かれていましたが、なるほど。わかるような気がします。この本をホテルのラウンジで読んだりすると、隣の女性の正体は…なんて私も想像が膨らんできそうです。
あと、いろいろ書かれていると思いますが、作中登場するサブキャラの能勢刑事。ものすごく魅力的です。そんな素敵なキャラがサブにいる、という贅沢感もこの本の面白さを高めている要素のような気がします。"
文学・評論,2012年1月31日,3,３人目の男、登場,東野圭吾3連作の最後の本。加賀恭一郎、湯川学に続く（ことを出版社から期待される）第3の男、新田浩介が初登場です。舞台は高級ホテル。「不可解な連続殺人事件の次の犯行現場は、超一流ホテル。容疑者も、ターゲットも不明。事件解決のため、一人の男が選ばれた。」という帯から、勝手に主人公はホテルマンを想像していましたが、いつもの通り刑事でした。違うのは、その刑事がホテルマンに扮して潜入調査するところでしょう。物語はホテルでの毎日の出来事を追っていくことで進んでいきます。が、ちょっとテンポが遅い感じでイライラするところも。それと、主人公は優秀なのですが、若く手柄欲がちょっと溢れてしまう面もあり、あまり好感は持てませんでした。犯人、トリック(?)ともに意外性あり楽しめましたが、シリーズ化は黄色信号と感じた作品です。
文学・評論,2014年7月20日,2,微妙,高級ホテルを舞台に、ホテルウーマンと刑事のコンビが事件に立ち向かっていく作品です。今までの東野さんの作品とは少し作風が違うかなという印象。このコンビ間に恋愛感情を持たせてしまったのが致命的な感じがしました。中途半端なラブミステリーになってしまいました。来月、続編のマスカレード・イブが出るようですので、そちらに期待です。
文学・評論,2015年3月5日,4,あっという間に読み終わります,高級ホテルを舞台にした殺人予告物語。ひょんなことからコンビを組むことになったまじめなホテルウーマンと、武骨なタイプの若手刑事が最初は衝突していたが、徐々に理解しあいながら相手の仕事や人柄に対してリスペクトしていく。一癖も二癖もあるホテルの客に導かれるように物語が進行しており、早く先を読みたい気分にさせてくれる。ただしラストのオチは、どうなのかなと思った。
文学・評論,2011年9月11日,4,少々無理やりな部分もあるが楽しめる,タイトルにある通り、ストーリーの舞台はホテル。しかも一流のホテルのようです。ホテルには、いろいろな客が訪れる。ホテルマンは、普通の客から、風変わりな客、ありえないクレームをつけてくる客などに非常にうまく対応していく。そのホテルで連続殺人事件の4件目が起きる可能性があると、警察から知らされ、ホテル従業員に警察関係者が紛れこみ、警備が敷かれる。物語の途中に起こる些細（？）な出来事は、ホテルにしてみれば日常なのかと思うが、うまく書かれていて非常に楽しめた。終盤の持っていき方は、やや無理なトリックというか展開かと思うが、さすが東野作品。読ませる力がある。若干物足りない感もありましたが、なかなか楽しめた。
文学・評論,2014年8月14日,3,一読でいいかな,評判が高いので購読しましたが少々期待外れです。普通です。トリックもそれ程「すごい！」という感じがなく、登場人物のメイン２人ついては続編を読みたい・・・・と思わさる程の魅力は感じませんでした。
文学・評論,2012年6月6日,4,ホテルの裏側が見えるようだった,東野圭吾さんによる小説。今回の舞台は高級ホテル。実際によくホテルの調査をしたのだろうなと思える程、ホテル内部について細かい描写が多い。ホテルマンの仕事の一端が理解できる。本書を通読して謎解きがメインのように思われる。新田という新刑事も湯川学など既存作品に比べると若さが目立つ。なんというか成長途上といった感じを受ける。犯人に翻弄されるわけでもない。しかし犯行場所がそのホテルであるという理由や犯行に及ぶまでの計画に犯人の狂気を感じるだろう。まあ、小説だと思えば仕方ないが。理不尽な要求をする客が多い、お客を疑わないのが基本、などホテルマンとしての心構えや警察との組織文化の違いも興味深いものだった。東野圭吾の他作品も読んだせいか、こちら側の期待値が高いためか読後に深く感動するとかは無かった。（本書の内容的に別段感動する作品ではなかった）読んでいて次々に人が不幸になる又は死亡するなどがないぶん白夜行などと比べると読後感はすっきりしているし納得感もある。本全体の長さも適度であると思う。
文学・評論,2011年10月3日,3,マスカレードが陳腐?,作家生活25周年の第3作目。前2作は、加賀・湯川を登場させたが、★3止まり。果たして、今作も★3。東野ファンとして、結局3作とも東野作品としては凡庸。レベルの高いものを要求されるのは仕方ないにしても、新キャラ登場と銘打った割には、インパクトが薄い。刑事の類まれなる視点についてもライトな加賀程度。年齢設定から加賀レベルの洞察力は期待できないにしても、方向違いのベクトルの強さによるキャラの印象付けがもっと欲しかった。その点では、尚美の方が、主人公みたいな書かれ方をしている。尚美の心情変化や成長が物語の展開に影響大。伏線が多種多様にわたり、高級ホテルの内実を垣間見せる狙いには、中盤まで期待したが、殺人現場示唆のムリヤリ感、犯人・マスカレード設定の稚拙さ、殺人に至るほどの動機か否か、等、完成度は低いと言わざるを得ない。概して、ホテルという社会的空間における人間模様には、マスカレード的要素が含有され、自分が思いもよらないところで、恨みを買ったり、感動をもたらしたり、ということを前提にした作品であろうが、結末・真実が弱かったので、全体評価が落ちる作品になってしまった。キモである「マスカレード」の表現に、瑕疵なく納得出来るところがあったら、評価が上がったであろう。新キャラ自身のインパクトの薄さを、能勢という所轄刑事が補って、コンビで再登場させたときに、この設定がシリーズ化されるべきであるかが、判明しよう。ある種「踊るシリーズ」に似た展開を東野氏が料理したらどうなるかもワクワクする。「トキオ」「秘密」「手紙」のような、心が揺さぶられる分野の次回作も期待してます。
文学・評論,2016年9月22日,4,連作風のミステリーです,東野さんの本はたくさん読んでますが久々にヒットでした！　雑誌連載作品らしく、章ごとに短編的に話が独立している構成もいいです。一気読みじゃなくてちょっとずつ楽しめる感じの本はですね。短編集のイブの方もオススメ。
文学・評論,2014年9月20日,5,最近の東野圭吾,"最近、彼自身が公言しているとおり、奇を衒ったものよりいわゆる王道ストーリーが多くなっていますが、本作もまさにそう言った作風で、
・謎解きなどミステリーに主眼を置いている
・意外性が少ないモノはがっかりする
・特異な登場人物を期待する
と言うような方はさけた方が宜しかろうし、レビューを見るにこれらの方々は総じて低い評価をなさっておられる。さて、特に最近の筆者は人物の内面を書くことに興味を持っておられるようで、本作も、
・捜査員としてのあり方
・ホテルマン（接客業）としてのあり方
・（ワガママな）客目線
で物語が進行していく。犯行予告も「謎解き」ではなく「謎解かせ」であることがこのシナリオであり、それを見据えて最後の犯行が計画される。故にほぼ一本道ではあるが、そこに描かれる心理描写、人物描写こそが本書の魅力だと思う。特に、ホテル関係者の発言は、「よほど深く取材をしなければ」接客業における難しさをこれだけ表現は出来なかったであろうと思う。捜査機関側もなかなか楽しいやりとりが多く読んでいて飽きさせない。先を読ませないものが好みのミステリーファン、難解なトリックがお好みのミステリーファンにはつまらないだろうが、人間模様を楽しむ読者にはお薦め出来る。"
文学・評論,2014年7月26日,4,その時にベストと言えることをするしかない,事件の真相や、犯人の動機などを聞いたときには驚いたけど、「どうすることもできない」というのが自分の感想だ。刑事にしろホテルマンにしろ、いま自分がしたことが、どんな形になるのかなんて言うことは誰にも分らない。たとえ、東大やハーバード大学の首席でもそれは不可能だろう。それがどういう形で、自分に相手に第三者に影響を与えたのかというのは、その後の経験に活かすために勉強することとして、その時には、自分がベストだと思った判断をすることしかできない。そうでなければ何もできないことになってしまうし、何も生まれないし、前進することもできない。自分がべストだと思った行動をすること、その結果を顧みて自分に活かすこと。そう新田や、山岸尚美に、そして物語全体から気付かされた。誰しもに当てはまることだと思うので、ぜひ多くの人に読んでもらいたい。
文学・評論,2011年9月23日,4,３部作では一位。新キャラも。,相変わらず巧緻なつくりで、安心して読める一冊。ホテルに取材し、小ネタを散りばめつつ、多数の伏線をしいて、それらがラストで一気に収斂する。ちょっとラブ色も。トリックのつくりや新キャラの造形はイマイチだと思うが、それでも十分１日楽しめる一作。新キャラ新田は、正義感や青臭さ、人間臭さがもうちょっと強く出てもよかった。それより面白いのはコンビの能勢。シリーズにするなら、能勢を前面に出した作も出るのでしょうね。東野三部作、どれも一定の水準にあるが、ホテル・新キャラのうまみで、本編を一位に推したい。東野ファンならもちろん必読。
文学・評論,2015年8月3日,4,星4.25,どんな職種にも、プロと呼ばれるに値する人がいるんだなと、殺人事件の解決とは離れたところで思った。犯人×４も、ある意味頭のいいプロ犯罪者と言えるのかも。
文学・評論,2016年12月23日,4,相変わらずの「おられる」連発,東野さんのファンで幾つも作品を読んでいますが、どの作品でも登場人物が頻繁に話す「おられる」が気に障ります。「おられます」を敬語としてつかうのは関西人だけなので、大阪出身者の作者には普通の感覚なのでしょうが、東京の一流ホテルで若い女性従業員が「待っておられます」なんて絶対に言いません。間違った敬語として直されるのではないかな？東京在住の若い刑事や北関東訛りの刑事までが連発しているところはリアリティないですが、ストーリーそのものはいかにも映画化を意識したようで（それも賛否ありますが）私は次から次へ気になって面白かったです。まだ映像化されていないなら、２時間サスペンスでやって欲しいと希望。白夜行ほどの大作はそうしょっちゅう書けるものではないでしょうし、気軽に楽しむにはじゅうぶんでした。
文学・評論,2018年1月17日,2,オススメしません,びっくりするほどつまらないです。なんでこんなに評価が高いのか不思議です。不自然なところばかりで、登場人物の誰にも共感出来ず。その後に読んだナミヤ雑貨店の奇蹟の方がはるかに良かったです。
文学・評論,2013年7月28日,2,臭い,"本の状態は良かったのですが、本にタバコの臭いが移っていて、いつまでたっても臭くて臭くて・・・。
これは仕方のないことなのでしょうか？"
文学・評論,2018年6月29日,1,昔のベストラー作家の作品みたい,東野作品とは思えない作品でした。読みやすいと思います。でもまるでメチャ売れした過去の赤◯次◯作品のよう。いつもの東野作品らしい緻密さもないし、期待外れ。ただドラマ化映画化しやすい内容ですよね。
文学・評論,2014年12月18日,5,手に汗握る、そんな時間を過ごせた,東野圭吾の素晴らしさにはストーリーに一貫性があること。この作品にもそれを感じる事ができた。
文学・評論,2015年3月4日,5,ドラマ化or映画化されたら面白そう!,西加奈子さんが「サラバ！」で直木賞を受賞した時、直木賞選考委員たちのことを「化け物だ」と言ってました。その化け物の一人が、東野圭吾さんです。そういった役割も引き受けながらも、自らも、新作を常に出し続けてるのが、東野さんの凄さだと思います。ガリレオシリーズなどで、ドラマもシリーズ化され、成功をおさめ、次なるシリーズ物と考えて、書かれたのが本作だと、私は想像します。最後の犯行にはゾワッとしたし、人間の心の裏側の嫌のところを、読みやすい形で表現してくれてると思います。(理系的パズル組立式な小説にみえるのは、読者の好みが別れるところだとも思いますが)しかも、これは、あくまで私の想像ですが、東野さんにとっては、これくらいの作品なら、チョチョイのチョイで書けちゃうような気がするんですよねー。そうでなきゃ、直木賞選考委員をやりながら、執筆は出来ないだろうし。発表する作品数を多くするという方向で書いてるように思えます。それでも、このクオリティーを保ててるわけだし。「東野作品を、ドラマ化or映画化したい」と考える関係者は多いだろうし、だから、ホテルという、映像化しやすい設定にしたんだろうし。苦労人の東野さんが、肩の力が抜けてきて、サラサラっと書いたら、こういう作品になった、という印象を受けました。批判的なレビューも多いようにお見受けしましたし、まー、たしかに、気持ちは分からなくもないんですが、十分楽しめる作品だと、私は思いましたねー。一つ気になったのは、名古屋市瑞穂区ミョウオンドオリに住むボンボンって所で。本当のボンボンなら、同じ瑞穂区だとすると、田辺通か、汐路町か、そのあたりに住んでそうな気がしちゃいましたね。
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
文学・評論,,,,
