ジャンル,投稿日時,星の数,見出し,レビュー全文
文学・評論,2006年6月4日,4,あくまで物語として面白い,"冒頭から人をぐいぐい物語に引き込む魅力がある。文句なしに面白い一級のエンターテイメントである。
しかしながら何故作者はわざわざ物議を醸し出すような方法を取ったのか。素直に「キリストの伝記には諸説あり聖書外典も様々あるが、その中の一説をモチーフにこの小説を書いた」と言えば穏便に済んだろう。話題にはなってもここまで世間を騒がせることもなかったはずだ。自分の仮説を真実として強引に押し通そうとする話の持って行き方には、途中で少々笑ってしまった。物語としては確かに上出来だが、キリスト教について何も知らない人々に‘事実’と評して誤った情報を故意に植え付けようとするのは、如何なものか。カトリックをどこか批判的に捉らえているのも気になる。作者自身の好みはどうであれ、正統な一宗派を敢えて悪く思わせるような書き方は、あまりいただけない。読者はくれぐれも惑わされないようにしていただきたい。キリスト教やイエスについては宗教的に偏りのない学術的な立場からも、永年に渡る研究が成されている。現代の一小説家が得意気に‘真実’を提供出来るほどの底の浅い問題では、決してない。純粋に架空の「物語」として楽しんでいただきたいと、心より願っている。"
文学・評論,2005年6月26日,3,小説にしなくても・・・,考古学の部分は勉強になるところも多いですが、やっぱり陳腐なストーリーが全く受け付けられませんでした。コロコロ意見を変えるソフィーには共感できませんし、ラストで明かされる登場人物の真実も話を一気に悪い意味のファンタジーにまで貶めるだけです。そこで疑問に思うのはどうして素直に考古学として出さずに小説などにしてしまったのでしょう。作家というものは小説に一種の憧れを抱いているのでしょうか？ただ単に本を売って考古学の真相を広く知ってもらいたかったなら、願ったり適ったりですが、もうちょっと面白く出来たのに・・・確かに謎解きのつなげ方の巧みさだけを見れば、作者がそこから話を広げて言った様子は容易に想像が付くのですが、やはりプロの作家と共同で作業を行うべきだったと思うと少し残念です。
文学・評論,2005年7月23日,5,驚愕!世界史、美術史が一変する!,この小説ほど、今や世界中を沸き立たせているのは、他に類を見ない。息もつけない追跡劇に加え、何よりも２０００年にも長きに渡る、キリスト教の暗部をまた、ダ・ヴィンチ他の名画の謎を「なるほど！」と思わせるほどに暴き立てているからであろう！当のバチカン王国、並びのキリスト教圏諸国のその慌て振りが、目に見えるようである。我々日本人にしても、宗教とは何か？世界を横臥しているキリスト美術とは、また歴史とは？一体なんだったんだろうか？を自ら、問うて見たくなる！政教分離が出来ない、アメリカ合衆国では、歴代大統領の就任式では、必ず新大統領は「聖書」に手を翳し今後の任務を誓う！その尻から「聖戦」と称して、大戦布告を、当たり前のものとして行なう！これって、有り？
文学・評論,2004年9月20日,3,シャトー・ル・レンヌの入門書としてよい,読者が魅了されるのは、この小説の下敷きとなっている聖杯伝説の、「従来からあった」仮説の大胆さ、であって、それをわかりやすくサスペンス調にして説明している、と言う意味では、入門書として、最適だと思う。登場人物に魅力が乏しく、ストーリーも単純で、この著者にはウンベルト･エーコなみのの哲学的考察はとうてい期待できないので、軽い読み物として、車内のひまつぶしに格好の小説である、と思うことにしたい。アメリカ人、イギリス人、フランス人についても浅いステレオタイプなとらえ方ですませており、しかもそれを得意げにウィットに富んだ彼らの会話として平気で出している点は、読んでいてこちらが、恥ずかしくなるほど。しかし、ここで紹介されている例の仮説そのものが、非常に魅惑的で示唆に富んだものだから、それを広く世に知らしめるにはいいのでは・・・？楽しく読み捨てるには、いいです。１晩で上下とも読み終えられます。最後の展開は、あまりにうそっぽくて、失敗したと、思われ、残念。たとえこの仮説が事実だとしても、こんなことで、もっと魂の深い部分で動く宗教的信仰が、ゆらぐとはとても思えないが。。。？レバノンの発禁処分もばかげている。そんな怖い本ではないヨ。楽しんで！楽しんで！
文学・評論,2004年8月22日,4,聖書については微妙・・・,友人に紹介されて図書館に予約を入れようと思ったら、１５０人以上も先約が入っていて断念し、購入しました。届いてから１日半で上下巻とも読み終えました。少々血なまぐさい匂いがしますが、何ともいえない魅力に取り付かれ一気に読み終えました。とても面白かったです。ただし、クリスチャンにとっては内容に所々微妙なところがありました。あまり知りたくない部分もあったりして微妙です。ぜひ、大きな心で読んでみてください。
文学・評論,2006年5月13日,4,映画向きの小説,世界中で爆発的に売れている作品であり、また近日映画も公開されるという事で試しに読んでみた。繰り返し読みたいとか、心に残ったとか、そこまで深い作品ではないが、娯楽小説としてはとても楽しく読めた。中世ヨーロッパの宗教、美術に関する膨大な薀蓄も面白かったし、暗号解読も面白かった。そして、聖杯をめぐってのシオン修道会、オプスデイ、フランス司法警察などが入り乱れての争奪戦。私は日本人なので、キリスト教に対する知識や思い入れがほとんどないが、欧米人にとっては衝撃的な内容でもあるのだろう。非常に映画向きの小説だと思う。インディ・ジョーンズのようにシリーズ化されるのではないだろうか？映画も期待したい。
文学・評論,2004年9月16日,4,うんちくのつめあわせ,上下巻という量と読みすすみにくいことも多い翻訳物ですが翻訳者の筆力と一章ずつがわりと短いということ、そして何より内容のおもしろさで一気に読みました。「へ～そうなんだ」「ええーそういうふうに見るんだ」とうんちくに感心して状況の展開についていくうちにあっという間に終わりました。キリストの秘密を追うという内容ではありますがキリスト教徒ではないほうが読み物としては楽しめるかもしれません。（わたしはキリスト教ではありません）オチはちょっと弱いような気がしてそれが残念です。
文学・評論,2006年3月22日,5,うんちく満載の宗教サスペンス,ハードカバーは高いし、電車の中では読みづらいし、この文庫本の上中下巻を待ち望んでやっと読みました。サスペンスとしても推理しきれない展開、歴史的事実やうんちくがたくさん入っていて、読むだけでも宗教や科学のことがわかって、結構なボリュームがさらっと読めてしまいます。一言で言えばタイトルみたいな感じでしょうか。フリーメーソンや宗教やヨーロッパの歴史の周辺に興味がある方や多少の知識がある人ならば楽しさは倍増のエンターテイメントかもしれません。非常に楽しめたし、特にフランスやイギリスにいったことがある方や土地勘のあるなら更にお勧めです。映画もみてみたくなりました。
文学・評論,2005年2月11日,4,しょっぱなからびっくり!,"ランキングで上位にあったから「読んで失敗ってことはないかな」というネガティブな気持ちで買いました。しかし、一番最初のシーンからぐぐいっと世界に引き込まれて、気づいたら徹夜してました！この本にはダヴィンチのことはもちろん、宗教学や象徴学、秘密結社、暗号まで出てきます。私は芸術全然わからないし、キリストのこともあまり知らなかったので、わかりづらいところもあったけれど、それでもかなり読み込めました！『モナ＝リザ』とか『最期の晩餐』など誰でも知っているような有名な絵
画の裏（？）エピソードみたいなのもあって、かなり博識になれたような気がします。特に『最期の晩餐』には驚かされました！！「えっ、それが本当なら、どうして今まで誰も気づかなかったの？」って。
とにかくはまる一冊です！・・・ちなみに、私は『上』のほうが『下』より好きです"
文学・評論,2005年10月29日,5,評判どおり面白い,評判どおり面白かったです！ミステリーとしての筋がよくできているだけでなく、キリスト教や美術に関する興味をかきたててくれる、ウイットに富んだ一冊。実在する団体や組織をからめて、実際に物議をかもしているキリスト教に関する一説を懇切丁寧に、多角度から検証しつつ、さらに著者独自の想像力でそれらをアレンジして魅力的な物語を紡ぎだすことに成功しています。また、登場人物のアメリカ人、フランス人、イギリス人がそれぞれお互いの国をどのように思っているのか、というのがわかるセリフや行動、皮肉を含んだセリフの言い回しなど、興味深い要素がたくさんつまっていて、文化的な面でも楽しめる作品でした！来年公開の映画が楽しみです。
文学・評論,2005年2月9日,4,スピーディな展開!,『帝都物語』の舞台をﾖｰﾛｯﾊﾟにうつして、10倍速にしたような印象。中学生でも｢これ面白いよね～｣と言える本です。読み終わって関連本を漁ってみたくなる度→高し。読み終わって誰かに語りたくなる指数→高し。ただ、宗教は方便だと看破しておきながら、鵜呑みにすることに関して甘い姿勢をとり続ける主人公(=作者)の姿は、｢アメリカ人だなあ｣としみじみ思いました。
文学・評論,2004年10月1日,2,万人向けじゃない、と思います。,どの書店でも平積みで売れまくりのようなのですが、通読すると、そもそもキリスト教文化がほとんど根付いてない日本ですらここまでヒットするのは何故かよくわかりませんでした。２分冊になっていますが、まず上巻を読んでご自分の嗜好に合うかどうか見極めたほうが宜しいと思います。謎の死を遂げたルーブル美術館長を発端にキリスト教最大の謎、聖杯伝説につながる謎解きが進んでいきますが、ラッキョウの皮を少しずつ少しずつ剥くように解明が進みます。聖杯伝説含め、キリスト教文化に通暁する方ならばどうかわかりませんが、この辺り「レイダース　失われたアーク」レベルの知識しかないわたしは正直なかなか話に入っていけずつらかった。万人向けじゃない、と思いました。
文学・評論,2006年3月19日,5,おもしろいですよ,"表紙に好印象は持てませんが、印象が強く人気も高いので購入しました。たしかに、おもしろいです。
と、まあ何度も読める面白さではなく、一度読むとかなり記憶に残る小説です。物語りもスケールが大きすぎて、自分で推理することができません。問題なのは、キャラクターの名前を覚えるのがかなり苦労します。覚えにくい名前で、毎回登場するのが派手ではなく地味で、喋り方に緊張感があるので、中盤で理解することが多いです。全体的に、一般の人向けと言ってもいいでしょう暇な時、気軽に読んでください。わからなければ、もう一度読めば、また理解し直すことができますから。続きも気になる作品です"
文学・評論,2010年2月15日,4,キリスト教の知識がある人にはミステリー度はさらに増す。,黄金比の話は面白かった。無機質な理論武装したような数字が、こんなにロマンチックで神秘的な秘密を秘めているとは。ただそれ以外の大部分は、ちょっと怖く感じる。キリスト教の知識が少なからずあるせいだろうか。シラスとかのシーンになると怖くて仕方なくて、ラングドンたちのシーンに早く戻ってくれ、と思う。基本的に文字が大きいから、上中下三巻って言われて大長編かと思ったが然程でもなさそうだ。
文学・評論,2007年5月30日,4,やや肩透かし,期待度200%で読んだせいか、大感動まではいきませんでした。よく練られたストーリーや仕掛けはさすがですが、はじめ、『ダ・ヴィンチ』の絵の中に隠された謎解きをひたすらするのかと思っていたので、やや肩透かしを食らいました。これが本当なら、インディ・ジョーンズの『聖杯』ってあるわけないんだ、と思ってしまいました。
文学・評論,2004年10月28日,5,全て歴史上の真実は巧妙に作り上げられた偽り?,これでもかと言うほど、キリスト教・宗教絵画に関する薀蓄が詰め込まれており、日常を離れ世界規模の謎に触れて知的好奇心を揺さぶられたい方にオススメ。休みの日にゆっくりと「読みふける」ことを勧めます。後半のパスワードゲームや前半の伏線の種明かしには若干肩透かしをくらった感もあるけれど、最後まで読むと自分なりの真実に辿り着ける気がする。この本をきっかけにキリスト教にまつわる伝説を調べれば、より一層深くハマれると思う。私自身は読んでいる間に、この世で真実と思われ信じ込まれていることの、一体どれだけが本当の真実なのだろうと背中がゾクゾクする感情に襲われた。科学(Science)とは違う、解釈によってどうにでもなる人文学(Humanities)が支配する世界がここに描かれている。
文学・評論,2006年6月29日,5,一流のエンターテイメント小説,この作品を巡って、キリスト教、秘密結社、ダ・ヴィンチの謎に迫った様々なガイドが出て、周辺が騒がしくなっていましたが、そういうこととは無関係に、この作品は、エンターテイメントとして一級品だと思います。ヨーロッパを舞台とした設定、魅力的な登場人物、先が読みたくなる展開に、歴史の裏側を垣間見せてくれる知識がスパイスを効かせ、申し分のない、非常に優れた小説になっています。学術的に言うとどうなのかわかりませんが、本書のジャンルはミステリー小説。その設定にどれだけ酔えるか、どれだけ不自然さを感じさせないか、綺麗に読者に嘘をついてくれるか、だと思います。その意味で、本書は一流のエンターテイメントだと思います。
文学・評論,2006年5月22日,4,謎,人間は、「謎」とか「秘密」が好きである。ボールが転がっていると蹴りたくなるように、音楽がかかっていると踊りたくなるように、らーめん屋があると入りたくなるように、「秘密」があるとそれを暴きたくなる。別にどうでもいいことでも「秘密」とラベリングされていると知りたくなってしまうものだし、その秘密がキリスト教会の存在の根幹にかかわるものであれば、なおさらだ。「秘密なんてだいきらい！」と、主人公のひとりソフィーは言うけれど、これはウソである。みんな秘密が大好きだし、たぶん、遺伝的に現生人類はそういう風にプログラムされていることだから、しょうがないのだ。だから、みんなしょうがなく『ダ・ヴィンチ・コード』を徹夜で読むわけだし、ぼくも寝不足で頭がぼうっとしている飛行機の中でがつがつと読むわけだ。しょうがないのだ。
文学・評論,2006年5月29日,5,ノンフィクション部分のリアリティ,単なるサスペンスものではないかと思い、手にした一冊でしたがやられました。歴史参考書＋ダヴィンチのプロファイル＋欧米の宗教的背景＋芸術・美術への考察内容的に深く絡み合い、サスペンスの切迫感で味付けされ、これらが一気に味わえました。これを読んで、ヨーロッパの歴史に興味を抱くもよし。ダヴィンチ自身へ関心を抱くもよし。日本には薄い宗教観念みたいなものを感じるのも良し。そしてダヴィンチ作品から、歴史的な建造物や美術品の作られた背景への興味喚起もよし。この物語の内容で、なぜこのような動機で事件が起きたのかというところが、きっと物議を醸し出したところではと思いますが、それは宗教観が薄い私には共感しえなかった唯一の部分でした。ともすると主なる題材が宗教なだけに重く感じられますが、それを暗号分析するなどの専門的な解析により、非常にエンターテイメント性を感じられました。
文学・評論,2006年9月18日,4,当たり前におもしろかった。,とても興味深い本だった｡小学六年生の私にはとてもプラスになる本だった｡この本をよんでから映画を見るとすごく内容が理解できると思う｡キリスト教への印象がとても変わったし、ロバートとソフィーで謎を次々に解き明かしていき、危険な時こともあり読む側をドキドキさせた｡本が嫌いなひとでも頑張って読んでほしい｡☆をひとつ減らしたのは、モナ・リザがあまりでてこなかったから｡もともとモナ・リザに興味があってこの本を読んだのに、モナ・リザが特に出てこなかったのがマイナス｡でも物語自体はとても面白かった｡
文学・評論,2005年3月19日,5,オカルトものなど問題にならないほどの戦慄の恐怖!,日本でもかなり売れている割には、評価はいまひとつ。いろいろ理由はあるのであろうが、ひとつは、スリラー小説としての完成度が低いと思われること。とくに、『薔薇の名前』と比較されると、その点が際だってしまうのだろう。もうひとつは、この小説のおもしろさを理解するためには、ヨーロッパ史、キリスト教史、聖書などに関する相当の知識が必要だと思われること。けれども、平均的な日本人には、酷な要件である。小生は、仕事柄、そして、良くも悪くもファンダメンタルとはほど遠い、リベラルなキリスト者であることもあって、近年、これほど衝撃を受けた書籍はない。その衝撃というか、恐怖の原因は、本書で著者が言わんとしていることが、大方事実であろうと直感的に思えるからである。たとえば、聖書の内容には、よくよく考えてみると腑に落ちない点が少なくない。禁断の果実を食したのは、なぜ、イヴなのか？福音書に、固有名詞で登場する女性は、事実上、マグダラのマリアぐらいしかいないのは変ではないのか？また、聖書ではないが、なぜ、「魔女（狩り）」があって、「魔男」は存在しないのか？小生にとっても、聖書は特別な書物ではあるが、同時に、聖書といえども所詮、後世に編纂されたもの。そこには編纂者の意図が反映されていてしかるべきであろう。詳細は語れないが、レオナルド・ダ・ヴィンチならずとも、（キリスト教会による）壮大な欺瞞を見て取ることは難しいことではない。真の恐怖に戦きつつ、一晩で読破してしまった。
文学・評論,2008年1月2日,5,映画を見てから,映画を見てから本を読むとよいか、本を読んでから映画を見るとよいかは、キリスト教あるいは、西洋の歴史に対する興味、知識によるかもしれません。キリスト今日、西洋の歴史にあまり興味がなければ、映画をお勧めします。話の流れは映画の方が掴みやすい。キリスト教あるいは西洋の歴史に興味がある方は、小説を読んで、その内容が、映画にどのように反映されているかを確かめながら、ルーブル美術館などの映像を楽しむとよいかもしれない。
文学・評論,2006年5月13日,4,まずは、残されたメッセージの謎を追う,ルーブル美術館の館長が何者かに殺されるところから物語は始まります．そして，宗教図像学者と館長の孫娘が残されたメッセージの秘密を解くと言うのが上巻のハイライトです.キリスト教の知識の少ない私たちにはなかなか理解しにくいところもあるのですが，ダヴィンチの残した作品の解釈などが随所にちりばめられており，非常に興味深く読めました．この謎解き自体は，ダヴィンチの作品とは直接関係なく，上巻では展開が若干まどろっこしいような気もしますが，読み進むうちにどんどん引き込まれていきます．
文学・評論,2006年5月13日,5,最高の本でした。,ダ・ヴィンチ・コードというだけあって、レオナルドダビンチのこともありますが、彼が主人公ではありません。だから、「ダビンチなんて触わりだけ！」なんて言う人もいますが、別にダビンチの伝記でもないので、私はあれだけで満足でした。ミステリーや推理小説に欠かせない、追いつめられるシーンや、暗号、犯人の謎など、ワクワクしっぱなしでした。もし、キリスト教信者なら、私とは違った感想かもしれません。聖書と異なる捉え方をしているので、、、でも、日本人の多くは聖書すら身近にないので、あくまで架空のこととして読み進めることができます。予備知識がない分、入り込めるような気がします。
文学・評論,2005年2月27日,3,ミステリーはお国柄を見るには最適な要素,トータルの面白さとしてはまあまあ。しかしながらこれほど大騒ぎするようなミステリーとはとても思えません。もともと日本人にはなじみの薄い欧州の宗教が絡む物語なので、そこのところでまず日本人には今ひとつピンと来ない舞台設定だと思います。ネタバレのため、未読の人は読まないでほしいのですが、タイトルのダ・ヴィンチ・コードを信ずるとややはぐらかされます。なぜってこのミステリーはルーブル美術館官庁が作った謎を解明するのがほとんどだからです。個人的にはダ・ヴィンチの残した絵画などにもう少し謎が隠されているものだと想像していたので、やや肩透かし。黒幕も主要登場人物が少なすぎ、簡単に予測できるのもマイナス。上下巻で約650ページですが、さしてドラマが二転三転でもなく、本当に海外で高評価なのかちょっと謎が残りますね。どうも欧州、北米ではやはり宗教に絡んだ歴史ロマンは受けが良い。その土壌がわからない日本ではややいまいちではないかと考えます。謎解き自体はほどよい難易度で、時間をかけて真剣に考えれば結構答えが得られるものが多いので、謎解きとしては面白いですよ。テンポもよく娯楽小説としては面白いとは思います。
文学・評論,2005年1月14日,4,危険で、楽しい授業のように。,主人公ラングドン博士は象徴学分野のインディ・ジョーンズではないか？銃口を突きつけられたまま、女神の象徴についてとくと推古を巡らせるなんてどこかシュールで素敵ですよね。ラングドンとソフィーと知恵比べしながら謎解きに参加するもよし、ハーバード大学の学生を気取って宗教学・象徴学の奥深さを味わうもよし。個人的には、小さいときから不思議に思っていたキリスト教に関する信仰や慣習が、象徴学的に解き明かされていく件は鮮やか！本筋のミステリーよりもそっちに夢中になりました。ここでお伝えしたいのは、ミステリーは苦手という方にも、トリビアの泉くらい面白いということです。
文学・評論,2004年8月22日,5,神格化へ到る歴史の尽きない奥深さを感じる一冊です。,小説では有るが文中のURLが本物である事から考えても現時点で事実と思われる情報を精査して書き上げている事が窺い知れる。単に外国の宗教問題ではなく我が国天皇家の神格化問題の原点をも考えさせられる。小説中の殺人者にさえ宗教上の盲信から来る犯罪と読み手に感じさせるのは作者の宗教的人間愛の成せる業なのだろうか、それともキリスト教宗教界特やバチィカンへの痛烈な皮肉なのか判断に苦しむ所である。前作を含めて非常に多くの地理的な情報や芸術的な話題が多すぎて己の勉強不足や無知さを改めて実感させられる本であった。速読しようと思えば飛ばす部分は多くなりただのサスペンスに成るだろうが、興味を持ち慎重に読み進めば面白いがかなり疲れる本である。私にとっては久々に関連図書を捜したくなる一冊であった。
文学・評論,2005年3月14日,4,雑学的知識が満載,あまりミステリー小説は読まないのだが、これは結構面白かった。正直キリスト教にはなじみが無いので、話を完全に理解できたかどうかは分からないが、とかくダヴィンチの絵画の解釈の仕方だとか、西洋史の面白さとかを味わうことが出来た。宗教を題材にした本はあまり手をつけたことがなく、特にキリスト教については良く知らなかったので僕にとっては刺激的な本だった。この物語の憶測が正しいかどうかは別として、雑学的な事実が満載の本であると思う。特に「キリストに妻がいた」という考え方は革新的であると思う。キリスト教信者の間で物議をかもすのも頷ける。また物語に出てくる歴史的な場所の描写は正確なので、フィクションでありながらも現実の世界とつながっていて、作者の考えが小説と言うフィクションを通しながらも実際の世界と結びついているという印象を受けた。作者の豊富な知識に裏づけされて展開されるこの物語は飽きずに読むことができる。この作品については「登場人物に人間味がない」とか、「間違っている」とか批判の声も多いようだが、登場人物に人間を求めるような文学的な本ではないし、間違っているというのは作者の考えが読み手のそれと違っているということであろう。この本はカテゴリーでいえば「ミステリー」であるが、どちらかと言うと筆者のキリスト教についての研究報告書のようなものであると思う。僕は最初からこの本に文学的な要素（例えば文の美しさとか、登場人物の人間性、プロットなど）を期待してはいなかった。そう言うものを求めるのならJane AustenやJames Joyceを読めばよい。キリスト教や、ダヴィンチの絵画の解釈の仕方などの知的好奇心を満たすことがこの本を読む大きな目的だった。どちらかというと、この本に書かれている知識の「拾い読み」をしたと思う。その点でこの本はとても勉強になった。ともかく、こういう本をよむことによって、自分の無知さが分かる。この本に関することをいろいろ調べてみたくなる。この刺激を忘れないようにしたい。
文学・評論,2004年8月25日,4,蘊蓄の宝庫?,前作の「天使と悪魔」同様、ストーリー展開は相当荒唐無稽で無理があるなぁ、と思いつつ、最後まで読めました。それもひとえに、登場人物に語らせるトリビア的薀蓄の数々。例えば、ルーブルのピラミッドにはめ込まれているパネルの枚数（これが不気味）、13日の金曜日のいわれ（新聞の広告にも出てましたが）、ダビンチの「最後の晩餐」のメッセージ（これはかなり衝撃）などなど。読んでて唸る記述が沢山あります。
文学・評論,2004年6月23日,3,せっかちレビュー,上巻読み終わりました。面白い。映画になるそうだけど、既に映画のノベライズみたい。このままこの順序でシーン作って映画にすればいいかんじ。しか～し、ケチつけちゃう。「最後の晩餐」をフレスコ画というのにはびっくり。「モナ・リザ」を水彩画というのと同じくらいのインパクト。あれはセッコといって、乾いた壁に直接書いたからレオナルド存命中からボロってたそう。あと二枚の「岩窟の聖母」に関しても、あんなこと「事実」ってゆっちゃっていいのかね～なにが根拠なんだろ。ロンドンナショナルギャラリーのほうがウフィッツィに比べて質が落ちるのはホントだけど、あれを事実としてよいのでしょうか。がしかし、エンタテイメント小説として、充分楽しめます。続いて下巻～「最後の晩餐」がどうくるのかなぁ～このひと、本当に美術のちゃんとした知識があるのか不安だ～
文学・評論,2006年6月4日,4,崇高にして低俗,"これだけ流行ってると意地でも読みたくなかったのですが、友人に薦められて読破しました。まず感じたのは、この作品が,ストーリー上の意外性やダヴィンチの作品の真実のみに着目されて大衆文化本になってしまうのはもったいないし,危険だ、ということ。やっぱりキリスト史を理解していないと作者の伝えたいことをすべて理解するのは難しいし、この本に書かれていることがすべて真実だと誤解されるのは少し寂しいです。やはりこれはフィクションであり、様々な物的証拠や事実から仮説を唱えただけなので。例えが悪いかもしれないですが、日本で言うところの司馬遼太郎さんなんかを思い浮かべて頂ければ。"
文学・評論,2005年12月23日,5,聖書の秘密の真偽はともあれ、ハラハラドキドキの600頁,上下６００頁超を吸い込まれるように、ハラハラドキドキ一気に読み進めました。「最後の晩餐」を始めとする数々のダ･ヴィンチ絵画に隠された宗教的秘密には驚愕でした｡この部分だけでも本書を読む価値があると思いました。本書は小説の形式で書かれ、聖書にまつわる秘密がどこまで真実かどうかは分かりませんが､著者がキリスト教の信仰そのものを揺るがし兼ねないタブーに挑戦していることは確かだと思います。 時の権力者が自分の権威を確固たるものにするために、今まで禁止していた宗教を取り込んだという指摘の部分で何か背筋が寒くなりました。 予断ですが、塩野七生氏のローマ人の物語XIVのタイトルが「キリストの勝利」であるのは偶然とは言え､何か因縁的なものを感じました。
文学・評論,2005年1月20日,3,ハリウッド映画が好きな人にはお薦め?,読後、思い出したのは昔流行った「ゲームの達人」。スリリングでスピード感のある場面展開で、思わず一気に読んでしまいましたが、最後の感想は、典型的な三文小説だった、ということです。確かに、「秘密」「真実」「暗号」「陰謀」といったキーワードから導かれる、宗教や歴史の話はとっつきやすいし、面白い。しかし、そんな知識欲をみたしてくれる、重厚感のある面白さが、ストーリー自体にみられなかったのが残念。暗号をときながら追っ手から逃れるというワンパターンな筋書きは、まさにハリウッド娯楽映画みたいで、陳腐の一言でした。
文学・評論,2006年6月20日,4,普通に面白い,読みやすく、続きを次々と読みたくなる面白い作品です。テーマ自体は、「ふーん」以上のものではなく、それは読み手がキリスト教を信仰していないからなのかもしれないし、小説そのものの力不足なのかもしれません。ハリウッドの娯楽大作だと思って読めば普通に楽しいです。テーマを見て、ミニシアター系の余韻を期待すると外れます。読んでいる間は楽しくても、後に残るものが意外に少ないです。パリ、ロンドンのメジャーな観光地も舞台になっているので、行ったことのある方はそれも楽しめると思います。
文学・評論,2007年1月9日,5,知的好奇心をくすぐられる作品,2005年度版このミス10 4位。2004年文春ミステリーベスト10 1位。ある作品がベストセラーになってから読む場合、期待が大きすぎるせいか拍子抜けすることが多いのだが、この作品の場合違った。「キリスト教」の造詣の深い人が読めば感想が異なるのかもしれないが、少なくとも私にとっては、ミステリーとしても、知的好奇心をくすぐられる作品としても、十分に楽しめるものであった。
文学・評論,2004年8月14日,5,さすが８００万部!,キリスト教に関する知識が少ない日本人には少々難しいかも、と思いつつ読み始めましたが、読み始めたら確かにノンストップでした。これも事実（＝歴史・美術）とフィクション（暗号・ミステリー）を巧みにブレンドした著者と違和感なく読み進められた訳者の腕でしょう。著者の話では”（業界では）既に議論された内容”であるキリストとダビンチにまつわる謎ですが、恐らくそれを知らなかったアメリカ人も大多数だったのがここまで売れた理由とも考えられます。建築・美術・歴史・暗号解読に関する多くの蘊蓄も得られるのでキリスト教を知らない日本人にもお勧めの一冊です。
文学・評論,2005年3月20日,5,ドキドキワクワク,次は？次は？という具合にドンドン続きが気になって、読むのを止められない興奮のミステリー。話の進め方、キャラクターの描き方などは、他のミステリーやサスペンスにも見受けられる程度のものです。しかし、徐々に浮かび上がってくる事実が著者の立てた仮説ではあるものの「もしかしたらそうかも」、「そうかもしれない」、「もしも事実ならすごいぞ！！」と思わせるものばかり。はやく下巻も読みたくなりますので、上下一緒に買いましょう。
文学・評論,2005年10月12日,4,30時間で上下一気に読破,あっという間でした。でもストーリーだって二日位の間の出来事を書いたものですから、多少早いとは言え、同じような時間間隔の中で同時進行したようなものです。ちょっと展開が速すぎて、冷める場面も多々ありましたが、扱う材料や歴史などには興味深いものがありました。意外にも、あまり頭を使わなくて急行読みできる本だと思います。
文学・評論,2010年3月1日,5,つっこみながら読むのが楽しかった,大ベストセラーに何を言っても誰かが先に言ってるでしょうが、この本の読み方は、「つっこみながら読む」というのもありでしょう。少しキリスト教や中東や欧州の歴史の知識があれば、十分楽しめます。ミステリーとしては中の上といったところでしょうか？
文学・評論,2005年5月1日,2,とりあえず高い,"ミステリー作品という認識で読みはじめると大きな失望感に包まれること請け合い。この作品の根幹をなす、ソニエール氏が残した数々の暗号も、詳しくは書かないが非常に単純。さんざん引っ張った挙句、「私たちが難しく考えすぎていただけだ。何で気づかなかったのだろう！」で片付けられてしまう。万事こんな調子だから、謎が解けるシーンに入っても暗雲が取り払われたような爽快感は得られない。もっとも、暗号系の謎はあまり難しくし過ぎても読者を置き去りにしてしまう可能性があるので痛し痒しだとは思うが。この作品は、読みながら考えるという行為を全く必要としない純粋な娯楽作品である。結局この本が人気を博している理由は、一見知的な題材を扱っていながら中身が薄っぺらい（それはつまり万人に対する読みやすさ、内容の理解のしやすさにつながる）からだろう。キリスト教や聖杯伝説についての知識がほとんどない私だが、おそらく知識があってもなくてもこの作品の面白さ（あるいはつまらなさ）は変わらないはず。娯楽作品としてはそれほど悪くないと思うが、4,000円弱の価値はどう考えてもないので星一つ下げ。"
文学・評論,2006年9月15日,3,知らないことを知る機会になりました。,上中下と全部を読み終わり、これだけブームになっているのは、この本自体が、解決されない謎について書いてあるからかなと感じました。秘密結社のくだりには、著者の私見でしかないなと感じてしまいましたが、読んでいて再確認やいろいろな事を知りたい、知らないことがあるという事を知った。という本でした。
文学・評論,2006年6月18日,4,二つの面白さ,映画を見る前に読んでみました。たくさん売れているのがよくわかるほど、期待を裏切らない面白さでした。続きがどうなるのか早く読みたくなり、上・中・下を同時に購入しておけばよかったです。謎を解いていくドキドキと、追ってから逃げ切れるか、真犯人に到達できるか、のドキドキの、二つを同時に味わえます！
文学・評論,2005年1月9日,2,この本、上巻だけならお薦めです,"下巻のレビューに書きましたが、上巻は一気に読めますし、それなりに読めます。本の中に出てきた幾つかのキーワードを軸に検索をかけてみると興味深い事実が出てきてより楽しむ事も出来ると思います。
ですが下巻はお薦めではありません。この本を読むなら、かつて流行った「超訳」の本以上の杜撰なストーリーである事を覚悟の上で読む事をお薦めします。"
